Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
Received variable values from ps
Connected to both PSs
2017-05-09 20:59:51.996147: step 0, loss = 4.68 (72.3 examples/sec; 1.769 sec/batch)
2017-05-09 21:00:58.506931: step 520, loss = 2.49 (992.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:00:59.813656: step 530, loss = 2.72 (979.5 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:01.143018: step 540, loss = 2.60 (962.9 examples/sec; 0.133 sec/batch)
2017-05-09 21:01:02.430108: step 550, loss = 2.48 (994.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:03.703811: step 560, loss = 2.45 (1004.9 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:04.985712: step 570, loss = 2.41 (998.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:06.275592: step 580, loss = 2.13 (992.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:07.560502: step 590, loss = 2.70 (996.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:08.947301: step 600, loss = 2.23 (923.0 examples/sec; 0.139 sec/batch)
2017-05-09 21:01:10.119788: step 610, loss = 2.57 (1091.7 examples/sec; 0.117 sec/batch)
2017-05-09 21:01:11.395249: step 620, loss = 2.37 (1003.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:12.682667: step 630, loss = 2.37 (994.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:13.985892: step 640, loss = 2.65 (982.2 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:15.276357: step 650, loss = 2.17 (991.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:16.559323: step 660, loss = 2.60 (997.7 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:17.857703: step 670, loss = 2.22 (985.8 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:19.170988: step 680, loss = 2.51 (974.7 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:20.454996: step 690, loss = 2.24 (996.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:21.846597: step 700, loss = 2.22 (919.8 examples/sec; 0.139 sec/batch)
2017-05-09 21:01:23.012544: step 710, loss = 2.25 (1097.8 examples/sec; 0.117 sec/batch)
2017-05-09 21:01:24.291486: step 720, loss = 2.16 (1000.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:25.566856: step 730, loss = 2.23 (1003.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:26.838537: step 740, loss = 2.16 (1006.5 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:28.127512: step 750, loss = 2.19 (993.0 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:29.392007: step 760, loss = 2.25 (1012.3 examples/sec; 0.126 sec/batch)
2017-05-09 21:01:30.674137: step 770, loss = 2.20 (998.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:31.979474: step 780, loss = 2.05 (980.6 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:33.296544: step 790, loss = 2.05 (971.8 examples/sec; 0.132 sec/batch)
2017-05-09 21:01:34.701823: step 800, loss = 1.99 (910.9 examples/sec; 0.141 sec/batch)
2017-05-09 21:01:35.896811: step 810, loss = 1.97 (1071.1 examples/sec; 0.119 sec/batch)
2017-05-09 21:01:37.180637: step 820, loss = 1.98 (997.0 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:38.462019: step 830, loss = 2.18 (998.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:39.761889: step 840, loss = 1.98 (984.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:41.041223: step 850, loss = 2.13 (1000.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:42.338923: step 860, loss = 2.02 (986.4 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:43.643801: step 870, loss = 2.13 (980.9 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:44.895805: step 880, loss = 2.06 (1022.4 examples/sec; 0.125 sec/batch)
2017-05-09 21:01:46.166644: step 890, loss = 2.03 (1007.2 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:47.544637: step 900, loss = 1.91 (928.9 examples/sec; 0.138 sec/batch)
2017-05-09 21:01:48.718998: step 910, loss = 1.86 (1090.0 examples/sec; 0.117 sec/batch)
2017-05-09 21:01:50.036071: step 920, loss = 2.03 (971.9 examples/sec; 0.132 sec/batch)
2017-05-09 21:01:51.312987: step 930, loss = 1.97 (1002.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:52.613615: step 940, loss = 2.10 (984.1 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:53.922362: step 950, loss = 2.02 (978.0 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:55.207308: step 960, loss = 1.95 (996.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:56.475319: step 970, loss = 1.69 (1009.5 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:57.761145: step 980, loss = 2.01 (995.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:59.049657: step 990, loss = 1.83 (993.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:00.439097: step 1000, loss = 1.88 (921.2 examples/sec; 0.139 sec/batch)
2017-05-09 21:02:01.614536: step 1010, loss = 2.01 (1089.0 examples/sec; 0.118 sec/batch)
2017-05-09 21:02:02.882949: step 1020, loss = 1.75 (1009.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:04.133598: step 1030, loss = 1.83 (1023.5 examples/sec; 0.125 sec/batch)
2017-05-09 21:02:05.414480: step 1040, loss = 1.86 (999.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:06.729079: step 1050, loss = 1.98 (973.7 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:08.002805: step 1060, loss = 1.84 (1004.9 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:09.282320: step 1070, loss = 2.11 (1000.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:10.617918: step 1080, loss = 2.06 (958.4 examples/sec; 0.134 sec/batch)
2017-05-09 21:02:11.927951: step 1090, loss = 1.99 (977.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:13.348834: step 1100, loss = 1.70 (900.8 examples/sec; 0.142 sec/batch)
2017-05-09 21:02:14.546372: step 1110, loss = 1.89 (1068.9 examples/sec; 0.120 sec/batch)
2017-05-09 21:02:15.836893: step 1120, loss = 2.00 (991.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:17.165660: step 1130, loss = 1.69 (963.3 examples/sec; 0.133 sec/batch)
2017-05-09 21:02:18.462869: step 1140, loss = 1.75 (986.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:19.767940: step 1150, loss = 1.64 (980.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:21.034376: step 1160, loss = 1.62 (1010.7 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:22.315830: step 1170, loss = 1.84 (998.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:23.604488: step 1180, loss = 1.60 (993.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:24.902913: step 1190, loss = 1.63 (985.8 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:26.282135: step 1200, loss = 1.45 (928.1 examples/sec; 0.138 sec/batch)
2017-05-09 21:02:27.441285: step 1210, loss = 1.64 (1104.3 examples/sec; 0.116 sec/batch)
2017-05-09 21:02:28.710058: step 1220, loss = 1.59 (1008.9 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:29.990435: step 1230, loss = 1.69 (999.7 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:31.260700: step 1240, loss = 1.67 (1007.7 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:32.529176: step 1250, loss = 1.76 (1009.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:33.808552: step 1260, loss = 1.61 (1000.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:35.093384: step 1270, loss = 1.66 (996.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:36.386653: step 1280, loss = 1.55 (989.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:37.664861: step 1290, loss = 1.91 (1001.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:39.046091: step 1300, loss = 1.50 (926.7 examples/sec; 0.138 sec/batch)
2017-05-09 21:02:40.221703: step 1310, loss = 1.41 (1088.8 examples/sec; 0.118 sec/batch)
2017-05-09 21:02:41.535985: step 1320, loss = 1.57 (973.9 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:42.822949: step 1330, loss = 1.83 (994.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:44.117639: step 1340, loss = 2.06 (988.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:45.413964: step 1350, loss = 1.43 (987.4 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:46.698747: step 1360, loss = 1.54 (996.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:47.964627: step 1370, loss = 1.63 (1011.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:49.235526: step 1380, loss = 1.59 (1007.2 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:50.507984: step 1390, loss = 1.55 (1005.9 examples/sec; 0.127 sec/batch)
2017-05-09 21:02:51.958101: step 1400, loss = 1.51 (882.7 examples/sec; 0.145 sec/batch)
2017-05-09 21:02:53.120339: step 1410, loss = 1.78 (1101.3 examples/sec; 0.116 sec/batch)
2017-05-09 21:02:54.404366: step 1420, loss = 1.78 (996.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:55.683858: step 1430, loss = 1.46 (1000.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:56.962351: step 1440, loss = 1.43 (1001.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:58.242644: step 1450, loss = 1.39 (999.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:59.527251: step 1460, loss = 1.47 (996.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:00.790077: step 1470, loss = 1.58 (1013.6 examples/sec; 0.126 sec/batch)
2017-05-09 21:03:02.065580: step 1480, loss = 1.65 (1003.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:03.353365: step 1490, loss = 1.82 (994.0 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:04.743252: step 1500, loss = 1.68 (920.9 examples/sec; 0.139 sec/batch)
2017-05-09 21:03:05.938498: step 1510, loss = 1.46 (1071.0 examples/sec; 0.120 sec/batch)
2017-05-09 21:03:07.206255: step 1520, loss = 1.49 (1009.6 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:08.483246: step 1530, loss = 1.54 (1002.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:09.756047: step 1540, loss = 1.36 (1005.7 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:11.014997: step 1550, loss = 1.43 (1016.7 examples/sec; 0.126 sec/batch)
2017-05-09 21:03:12.296586: step 1560, loss = 1.55 (998.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:13.591567: step 1570, loss = 1.51 (988.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:14.869552: step 1580, loss = 1.38 (1001.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:16.154896: step 1590, loss = 1.33 (995.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:17.531743: step 1600, loss = 1.45 (929.7 examples/sec; 0.138 sec/batch)
2017-05-09 21:03:18.728530: step 1610, loss = 1.33 (1069.5 examples/sec; 0.120 sec/batch)
2017-05-09 21:03:19.998239: step 1620, loss = 1.50 (1008.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:21.282753: step 1630, loss = 1.49 (996.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:22.611700: step 1640, loss = 1.48 (963.2 examples/sec; 0.133 sec/batch)
2017-05-09 21:03:23.910246: step 1650, loss = 1.48 (985.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:25.191339: step 1660, loss = 1.45 (999.1 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:26.486053: step 1670, loss = 1.54 (988.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:27.785639: step 1680, loss = 1.21 (984.9 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:29.080123: step 1690, loss = 1.67 (988.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:30.462770: step 1700, loss = 1.45 (925.8 examples/sec; 0.138 sec/batch)
2017-05-09 21:03:31.656733: step 1710, loss = 1.28 (1072.1 examples/sec; 0.119 sec/batch)
2017-05-09 21:03:32.952896: step 1720, loss = 1.37 (987.5 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:34.240701: step 1730, loss = 1.51 (993.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:35.544025: step 1740, loss = 1.16 (982.1 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:36.827965: step 1750, loss = 1.36 (996.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:38.122836: step 1760, loss = 1.41 (988.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:39.400837: step 1770, loss = 1.23 (1001.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:40.702698: step 1780, loss = 1.20 (983.2 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:42.018865: step 1790, loss = 1.68 (972.5 examples/sec; 0.132 sec/batch)
2017-05-09 21:03:43.403163: step 1800, loss = 1.24 (924.7 examples/sec; 0.138 sec/batch)
2017-05-09 21:03:44.574651: step 1810, loss = 1.45 (1092.6 examples/sec; 0.117 sec/batch)
2017-05-09 21:03:45.862522: step 1820, loss = 1.40 (993.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:47.155999: step 1830, loss = 1.29 (989.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:48.451789: step 1840, loss = 1.27 (987.8 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:49.744130: step 1850, loss = 1.63 (990.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:51.017022: step 1860, loss = 1.13 (1005.6 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:52.292128: step 1870, loss = 1.03 (1003.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:53.612326: step 1880, loss = 1.53 (969.6 examples/sec; 0.132 sec/batch)
2017-05-09 21:03:54.888408: step 1890, loss = 1.36 (1003.1 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:56.281947: step 1900, loss = 1.31 (918.5 examples/sec; 0.139 sec/batch)
2017-05-09 21:03:57.471818: step 1910, loss = 1.32 (1075.8 examples/sec; 0.119 sec/batch)
2017-05-09 21:03:58.753951: step 1920, loss = 1.29 (998.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:00.032149: step 1930, loss = 1.41 (1001.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:01.353740: step 1940, loss = 1.70 (968.5 examples/sec; 0.132 sec/batch)
2017-05-09 21:04:02.647301: step 1950, loss = 1.44 (989.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:03.942841: step 1960, loss = 1.28 (988.0 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:05.211198: step 1970, loss = 1.46 (1009.2 examples/sec; 0.127 sec/batch)
2017-05-09 21:04:06.523934: step 1980, loss = 1.30 (975.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:07.808868: step 1990, loss = 1.31 (996.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:09.177593: step 2000, loss = 1.29 (935.2 examples/sec; 0.137 sec/batch)
2017-05-09 21:04:10.379089: step 2010, loss = 1.29 (1065.3 examples/sec; 0.120 sec/batch)
2017-05-09 21:04:11.665237: step 2020, loss = 1.12 (995.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:12.959792: step 2030, loss = 1.13 (988.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:14.246029: step 2040, loss = 1.18 (995.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:15.529697: step 2050, loss = 1.53 (997.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:16.816661: step 2060, loss = 1.35 (994.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:18.088558: step 2070, loss = 1.49 (1006.4 examples/sec; 0.127 sec/batch)
2017-05-09 21:04:19.372677: step 2080, loss = 1.09 (996.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:20.649689: step 2090, loss = 1.37 (1002.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:22.034969: step 2100, loss = 1.24 (924.0 examples/sec; 0.139 sec/batch)
2017-05-09 21:04:23.217201: step 2110, loss = 1.25 (1082.7 examples/sec; 0.118 sec/batch)
2017-05-09 21:04:24.484768: step 2120, loss = 0.99 (1009.8 examples/sec; 0.127 sec/batch)
2017-05-09 21:04:25.768729: step 2130, loss = 1.31 (996.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:27.065076: step 2140, loss = 1.08 (987.4 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:28.345097: step 2150, loss = 1.38 (1000.0 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:29.621899: step 2160, loss = 1.18 (1002.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:30.914161: step 2170, loss = 1.27 (990.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:32.187438: step 2180, loss = 1.51 (1005.3 examples/sec; 0.127 sec/batch)
2017-05-09 21:04:33.481104: step 2190, loss = 1.58 (989.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:34.843750: step 2200, loss = 1.26 (939.3 examples/sec; 0.136 sec/batch)
2017-05-09 21:04:36.030747: step 2210, loss = 1.20 (1078.3 examples/sec; 0.119 sec/batch)
2017-05-09 21:04:37.322838: step 2220, loss = 1.23 (990.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:38.610265: step 2230, loss = 1.16 (994.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:39.888665: step 2240, loss = 1.16 (1001.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:41.194055: step 2250, loss = 1.32 (980.6 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:42.442113: step 2260, loss = 1.18 (1025.6 examples/sec; 0.125 sec/batch)
2017-05-09 21:04:43.747273: step 2270, loss = 1.48 (980.7 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:45.052636: step 2280, loss = 1.02 (980.6 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:46.360426: step 2290, loss = 1.22 (978.7 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:47.743826: step 2300, loss = 1.33 (925.3 examples/sec; 0.138 sec/batch)
2017-05-09 21:04:48.907716: step 2310, loss = 1.12 (1099.8 examples/sec; 0.116 sec/batch)
2017-05-09 21:04:50.202169: step 2320, loss = 1.31 (988.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:51.472045: step 2330, loss = 1.26 (1008.0 examples/sec; 0.127 sec/batch)
2017-05-09 21:04:52.775632: step 2340, loss = 1.19 (981.9 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:54.050970: step 2350, loss = 1.20 (1003.7 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:55.358270: step 2360, loss = 1.18 (979.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:56.628552: step 2370, loss = 1.24 (1007.7 examples/sec; 0.127 sec/batch)
2017-05-09 21:04:57.920722: step 2380, loss = 1.49 (990.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:59.203689: step 2390, loss = 1.14 (997.7 examples/sec; 0.128 sec/batch)
2017-05-09 21:05:00.580905: step 2400, loss = 1.15 (929.4 examples/sec; 0.138 sec/batch)
2017-05-09 21:05:01.791630: step 2410, loss = 1.14 (1057.2 examples/sec; 0.121 sec/batch)
2017-05-09 21:05:03.066439: step 2420, loss = 1.19 (1004.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:05:04.355813: step 2430, loss = 1.32 (992.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:05.625147: step 2440, loss = 1.19 (1008.4 examples/sec; 0.127 sec/batch)
2017-05-09 21:05:06.926341: step 2450, loss = 1.28 (983.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:05:08.189574: step 2460, loss = 1.15 (1013.3 examples/sec; 0.126 sec/batch)
2017-05-09 21:05:09.471665: step 2470, loss = 1.28 (998.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:05:10.757785: step 2480, loss = 1.13 (995.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:12.025034: step 2490, loss = 1.24 (1010.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:05:13.434716: step 2500, loss = 1.07 (908.0 examples/sec; 0.141 sec/batch)
2017-05-09 21:05:14.634418: step 2510, loss = 1.28 (1066.9 examples/sec; 0.120 sec/batch)
2017-05-09 21:05:15.914925: step 2520, loss = 1.14 (999.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:05:17.188866: step 2530, loss = 1.12 (1004.8 examples/sec; 0.127 sec/batch)
2017-05-09 21:05:18.454287: step 2540, loss = 1.38 (1011.5 examples/sec; 0.127 sec/batch)
2017-05-09 21:05:19.733857: step 2550, loss = 1.26 (1000.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:05:21.021952: step 2560, loss = 1.26 (993.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:22.308533: step 2570, loss = 1.09 (994.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:23.622684: step 2580, loss = 1.39 (974.0 examples/sec; 0.131 sec/batch)
2017-05-09 21:05:24.931778: step 2590, loss = 1.37 (977.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:05:26.307824: step 2600, loss = 1.19 (930.2 examples/sec; 0.138 sec/batch)
2017-05-09 21:05:27.513929: step 2610, loss = 1.45 (1061.3 examples/sec; 0.121 sec/batch)
2017-05-09 21:05:28.808278: step 2620, loss = 1.10 (988.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:30.123760: step 2630, loss = 1.09 (973.0 examples/sec; 0.132 sec/batch)
2017-05-09 21:05:31.410091: step 2640, loss = 1.12 (995.1 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:32.728394: step 2650, loss = 1.13 (970.9 examples/sec; 0.132 sec/batch)
