Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2017-05-05 17:26:05.207220: step 0, loss = 4.68 (98.5 examples/sec; 1.299 sec/batch)
2017-05-05 17:26:28.971644: step 310, loss = 4.65 (1652.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:29.748614: step 320, loss = 3.93 (1647.4 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:30.523440: step 330, loss = 3.95 (1652.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:31.292913: step 340, loss = 3.83 (1663.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:32.063640: step 350, loss = 3.99 (1660.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:32.842988: step 360, loss = 3.85 (1642.4 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:33.617390: step 370, loss = 3.85 (1652.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:34.393267: step 380, loss = 3.84 (1649.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:35.167398: step 390, loss = 3.83 (1653.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:35.933805: step 400, loss = 3.80 (1670.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:36.708182: step 410, loss = 3.77 (1652.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:37.487838: step 420, loss = 3.77 (1641.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:38.260997: step 430, loss = 3.67 (1655.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:39.038948: step 440, loss = 3.74 (1645.4 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:39.801464: step 450, loss = 3.74 (1678.6 examples/sec; 0.076 sec/batch)
2017-05-05 17:26:40.573338: step 460, loss = 3.73 (1658.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:41.344016: step 470, loss = 3.62 (1660.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:42.120869: step 480, loss = 3.88 (1647.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:42.895396: step 490, loss = 3.86 (1652.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:43.659751: step 500, loss = 3.76 (1674.6 examples/sec; 0.076 sec/batch)
2017-05-05 17:26:44.432887: step 510, loss = 3.70 (1655.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:45.208685: step 520, loss = 3.61 (1649.9 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:45.986007: step 530, loss = 3.65 (1646.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:46.761080: step 540, loss = 3.71 (1651.4 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:47.524049: step 550, loss = 3.80 (1677.7 examples/sec; 0.076 sec/batch)
2017-05-05 17:26:48.298765: step 560, loss = 3.65 (1652.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:49.070433: step 570, loss = 3.44 (1658.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:49.847230: step 580, loss = 3.81 (1647.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:50.617919: step 590, loss = 3.51 (1660.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:51.393789: step 600, loss = 3.68 (1649.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:52.165723: step 610, loss = 3.61 (1658.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:52.939454: step 620, loss = 3.67 (1654.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:53.711900: step 630, loss = 3.64 (1657.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:54.491498: step 640, loss = 3.63 (1641.9 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:55.264883: step 650, loss = 3.47 (1655.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:56.030648: step 660, loss = 3.49 (1671.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:56.803427: step 670, loss = 3.57 (1656.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:57.584140: step 680, loss = 3.46 (1639.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:58.358090: step 690, loss = 3.56 (1653.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:26:59.141338: step 700, loss = 3.54 (1634.2 examples/sec; 0.078 sec/batch)
2017-05-05 17:26:59.906150: step 710, loss = 3.69 (1673.6 examples/sec; 0.076 sec/batch)
2017-05-05 17:27:00.677928: step 720, loss = 3.31 (1658.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:01.444637: step 730, loss = 3.29 (1669.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:02.222280: step 740, loss = 3.45 (1646.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:02.994256: step 750, loss = 3.50 (1658.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:03.769368: step 760, loss = 3.49 (1651.4 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:04.543693: step 770, loss = 3.42 (1653.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:05.318530: step 780, loss = 3.45 (1652.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:06.089410: step 790, loss = 3.28 (1660.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:06.866581: step 800, loss = 3.33 (1647.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:07.635270: step 810, loss = 3.37 (1665.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:08.405531: step 820, loss = 3.65 (1661.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:09.178930: step 830, loss = 3.36 (1655.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:09.957151: step 840, loss = 3.34 (1644.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:10.728576: step 850, loss = 3.43 (1659.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:11.497132: step 860, loss = 3.25 (1665.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:12.267402: step 870, loss = 3.29 (1661.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:13.047329: step 880, loss = 3.38 (1641.2 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:13.820095: step 890, loss = 3.12 (1656.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:14.595446: step 900, loss = 3.33 (1650.9 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:15.361159: step 910, loss = 3.35 (1671.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:16.126956: step 920, loss = 3.25 (1671.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:16.899138: step 930, loss = 3.24 (1657.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:17.675382: step 940, loss = 3.32 (1649.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:18.454654: step 950, loss = 3.09 (1642.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:19.226121: step 960, loss = 3.14 (1659.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:19.993317: step 970, loss = 3.19 (1668.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:20.764135: step 980, loss = 3.09 (1660.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:21.650427: step 990, loss = 3.31 (1444.2 examples/sec; 0.089 sec/batch)
2017-05-05 17:27:22.315810: step 1000, loss = 3.22 (1923.7 examples/sec; 0.067 sec/batch)
2017-05-05 17:27:23.090318: step 1010, loss = 3.27 (1652.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:23.859088: step 1020, loss = 3.13 (1665.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:24.627117: step 1030, loss = 3.26 (1666.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:25.404864: step 1040, loss = 3.16 (1645.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:26.170531: step 1050, loss = 3.17 (1671.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:26.944021: step 1060, loss = 3.08 (1654.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:27.702990: step 1070, loss = 3.04 (1686.5 examples/sec; 0.076 sec/batch)
2017-05-05 17:27:28.486095: step 1080, loss = 3.17 (1634.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:29.260060: step 1090, loss = 3.15 (1653.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:30.041355: step 1100, loss = 2.88 (1638.3 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:30.812495: step 1110, loss = 2.92 (1659.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:31.572899: step 1120, loss = 3.00 (1683.3 examples/sec; 0.076 sec/batch)
2017-05-05 17:27:32.349261: step 1130, loss = 3.27 (1648.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:33.118322: step 1140, loss = 2.92 (1664.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:33.898247: step 1150, loss = 3.07 (1641.2 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:34.664079: step 1160, loss = 3.02 (1671.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:35.434728: step 1170, loss = 2.84 (1660.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:36.205440: step 1180, loss = 2.97 (1660.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:36.986126: step 1190, loss = 2.97 (1639.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:37.752530: step 1200, loss = 3.18 (1670.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:38.522559: step 1210, loss = 3.03 (1662.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:39.296933: step 1220, loss = 3.08 (1652.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:40.062965: step 1230, loss = 3.26 (1671.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:40.829929: step 1240, loss = 2.89 (1668.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:41.600060: step 1250, loss = 3.46 (1662.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:42.377854: step 1260, loss = 2.80 (1645.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:43.152909: step 1270, loss = 2.95 (1651.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:43.920587: step 1280, loss = 2.77 (1667.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:44.699731: step 1290, loss = 2.98 (1642.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:45.470392: step 1300, loss = 2.95 (1660.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:46.242278: step 1310, loss = 2.88 (1658.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:47.012742: step 1320, loss = 3.12 (1661.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:47.779100: step 1330, loss = 2.79 (1670.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:48.551758: step 1340, loss = 3.04 (1656.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:49.326250: step 1350, loss = 2.87 (1652.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:50.105426: step 1360, loss = 2.73 (1642.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:50.870309: step 1370, loss = 2.72 (1673.4 examples/sec; 0.076 sec/batch)
2017-05-05 17:27:51.637964: step 1380, loss = 2.94 (1667.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:52.417138: step 1390, loss = 3.00 (1642.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:53.193942: step 1400, loss = 3.28 (1647.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:53.971155: step 1410, loss = 2.87 (1646.9 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:54.754769: step 1420, loss = 2.69 (1633.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:55.518160: step 1430, loss = 2.74 (1676.7 examples/sec; 0.076 sec/batch)
2017-05-05 17:27:56.286651: step 1440, loss = 2.74 (1665.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:57.056099: step 1450, loss = 2.65 (1663.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:57.830871: step 1460, loss = 2.91 (1652.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:27:58.607912: step 1470, loss = 2.83 (1647.3 examples/sec; 0.078 sec/batch)
2017-05-05 17:27:59.376704: step 1480, loss = 2.89 (1664.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:00.152041: step 1490, loss = 2.72 (1650.9 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:00.922861: step 1500, loss = 2.79 (1660.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:01.693800: step 1510, loss = 2.86 (1660.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:02.498020: step 1520, loss = 2.90 (1591.6 examples/sec; 0.080 sec/batch)
2017-05-05 17:28:03.267783: step 1530, loss = 2.87 (1662.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:04.031198: step 1540, loss = 2.82 (1676.6 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:04.801680: step 1550, loss = 2.60 (1661.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:05.569741: step 1560, loss = 2.85 (1666.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:06.345509: step 1570, loss = 2.58 (1650.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:07.117013: step 1580, loss = 2.70 (1659.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:07.887705: step 1590, loss = 2.74 (1660.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:08.664757: step 1600, loss = 2.63 (1647.2 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:09.440616: step 1610, loss = 2.91 (1649.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:10.214032: step 1620, loss = 2.91 (1655.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:10.980785: step 1630, loss = 2.75 (1669.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:11.741901: step 1640, loss = 2.75 (1681.7 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:12.518450: step 1650, loss = 2.53 (1648.3 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:13.290915: step 1660, loss = 2.67 (1657.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:14.068693: step 1670, loss = 2.62 (1645.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:14.839287: step 1680, loss = 2.58 (1661.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:15.614094: step 1690, loss = 2.77 (1652.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:16.390983: step 1700, loss = 2.62 (1647.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:17.164890: step 1710, loss = 2.64 (1653.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:17.942248: step 1720, loss = 2.58 (1646.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:18.717111: step 1730, loss = 2.65 (1651.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:19.481333: step 1740, loss = 2.51 (1674.9 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:20.251586: step 1750, loss = 2.60 (1661.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:21.026135: step 1760, loss = 2.49 (1652.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:21.806287: step 1770, loss = 2.50 (1640.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:22.571075: step 1780, loss = 2.60 (1673.7 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:23.345612: step 1790, loss = 2.59 (1652.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:24.110709: step 1800, loss = 2.63 (1673.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:24.883142: step 1810, loss = 2.43 (1657.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:25.644962: step 1820, loss = 2.50 (1680.2 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:26.418856: step 1830, loss = 2.48 (1654.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:27.192080: step 1840, loss = 2.50 (1655.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:27.956867: step 1850, loss = 2.61 (1673.7 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:28.729152: step 1860, loss = 2.68 (1657.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:29.506078: step 1870, loss = 2.58 (1647.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:30.281535: step 1880, loss = 2.56 (1650.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:31.054222: step 1890, loss = 2.42 (1656.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:31.819839: step 1900, loss = 2.63 (1671.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:32.592261: step 1910, loss = 2.52 (1657.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:33.362514: step 1920, loss = 2.36 (1661.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:34.135096: step 1930, loss = 2.41 (1656.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:34.909857: step 1940, loss = 2.46 (1652.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:35.675995: step 1950, loss = 2.48 (1670.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:36.449265: step 1960, loss = 2.51 (1655.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:37.224564: step 1970, loss = 2.49 (1651.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:38.111266: step 1980, loss = 2.44 (1443.5 examples/sec; 0.089 sec/batch)
2017-05-05 17:28:38.779188: step 1990, loss = 2.50 (1916.4 examples/sec; 0.067 sec/batch)
2017-05-05 17:28:39.555893: step 2000, loss = 2.42 (1648.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:40.327776: step 2010, loss = 2.37 (1658.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:41.091272: step 2020, loss = 2.61 (1676.5 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:41.860236: step 2030, loss = 2.41 (1664.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:42.635348: step 2040, loss = 2.32 (1651.4 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:43.404274: step 2050, loss = 2.47 (1664.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:44.174655: step 2060, loss = 2.44 (1661.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:44.948795: step 2070, loss = 2.38 (1653.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:45.712733: step 2080, loss = 2.43 (1675.5 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:46.493531: step 2090, loss = 2.34 (1639.3 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:47.261297: step 2100, loss = 2.46 (1667.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:48.029115: step 2110, loss = 2.51 (1667.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:48.805244: step 2120, loss = 2.23 (1649.2 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:49.575721: step 2130, loss = 2.34 (1661.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:50.349837: step 2140, loss = 2.36 (1653.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:51.119746: step 2150, loss = 2.39 (1662.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:51.882628: step 2160, loss = 2.41 (1677.8 examples/sec; 0.076 sec/batch)
2017-05-05 17:28:52.653623: step 2170, loss = 2.41 (1660.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:53.427444: step 2180, loss = 2.18 (1654.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:54.204713: step 2190, loss = 2.33 (1646.8 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:54.975971: step 2200, loss = 2.37 (1659.6 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:55.742210: step 2210, loss = 2.47 (1670.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:56.518186: step 2220, loss = 2.59 (1649.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:57.291040: step 2230, loss = 2.43 (1656.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:28:58.066496: step 2240, loss = 2.45 (1650.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:58.843168: step 2250, loss = 2.45 (1648.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:28:59.610182: step 2260, loss = 2.33 (1668.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:00.379253: step 2270, loss = 2.23 (1664.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:01.149522: step 2280, loss = 2.18 (1661.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:01.918885: step 2290, loss = 2.27 (1663.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:02.701004: step 2300, loss = 2.27 (1636.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:03.466825: step 2310, loss = 2.20 (1671.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:04.237757: step 2320, loss = 2.32 (1660.3 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:05.006187: step 2330, loss = 2.22 (1665.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:05.773341: step 2340, loss = 2.32 (1668.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:06.551207: step 2350, loss = 2.12 (1645.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:07.318034: step 2360, loss = 2.47 (1669.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:08.083175: step 2370, loss = 2.30 (1672.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:08.862427: step 2380, loss = 2.12 (1642.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:09.633429: step 2390, loss = 2.10 (1660.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:10.404538: step 2400, loss = 2.22 (1659.9 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:11.171435: step 2410, loss = 2.12 (1669.1 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:11.937547: step 2420, loss = 2.36 (1670.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:12.711091: step 2430, loss = 2.21 (1654.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:13.481864: step 2440, loss = 2.35 (1660.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:14.252341: step 2450, loss = 2.17 (1661.2 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:15.024354: step 2460, loss = 2.24 (1658.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:15.787162: step 2470, loss = 2.07 (1678.0 examples/sec; 0.076 sec/batch)
2017-05-05 17:29:16.557601: step 2480, loss = 2.26 (1661.4 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:17.335850: step 2490, loss = 2.16 (1644.7 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:18.112514: step 2500, loss = 2.04 (1648.1 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:18.888948: step 2510, loss = 2.01 (1648.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:19.652541: step 2520, loss = 2.13 (1676.3 examples/sec; 0.076 sec/batch)
2017-05-05 17:29:20.427800: step 2530, loss = 2.12 (1651.0 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:21.196195: step 2540, loss = 2.14 (1665.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:21.970151: step 2550, loss = 2.29 (1653.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:22.742785: step 2560, loss = 2.24 (1656.7 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:23.520169: step 2570, loss = 1.99 (1646.6 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:24.291811: step 2580, loss = 1.86 (1658.8 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:25.065441: step 2590, loss = 2.07 (1654.5 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:25.835602: step 2600, loss = 1.97 (1662.0 examples/sec; 0.077 sec/batch)
2017-05-05 17:29:26.612510: step 2610, loss = 2.08 (1647.5 examples/sec; 0.078 sec/batch)
2017-05-05 17:29:27.384449: step 2620, loss = 1.98 (1658.2 examples/sec; 0.077 sec/batch)
