Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
Received variable values from ps
Connected to both PSs
2017-05-09 20:59:39.850280: step 0, loss = 4.68 (92.9 examples/sec; 1.377 sec/batch)
2017-05-09 21:00:39.109816: step 470, loss = 3.00 (975.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:00:40.432528: step 480, loss = 2.77 (967.7 examples/sec; 0.132 sec/batch)
2017-05-09 21:00:41.716935: step 490, loss = 3.14 (996.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:00:43.163209: step 500, loss = 2.85 (885.0 examples/sec; 0.145 sec/batch)
2017-05-09 21:00:44.373379: step 510, loss = 2.78 (1057.7 examples/sec; 0.121 sec/batch)
2017-05-09 21:00:45.657384: step 520, loss = 3.09 (996.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:00:46.971089: step 530, loss = 2.73 (974.4 examples/sec; 0.131 sec/batch)
2017-05-09 21:00:48.254042: step 540, loss = 2.65 (997.7 examples/sec; 0.128 sec/batch)
2017-05-09 21:00:49.559069: step 550, loss = 2.70 (980.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:00:50.860298: step 560, loss = 2.57 (983.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:00:52.146904: step 570, loss = 2.68 (994.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:00:53.474818: step 580, loss = 2.55 (963.9 examples/sec; 0.133 sec/batch)
2017-05-09 21:00:54.782311: step 590, loss = 2.51 (979.0 examples/sec; 0.131 sec/batch)
2017-05-09 21:00:56.178366: step 600, loss = 2.64 (916.9 examples/sec; 0.140 sec/batch)
2017-05-09 21:00:57.377374: step 610, loss = 2.87 (1067.6 examples/sec; 0.120 sec/batch)
2017-05-09 21:00:58.663323: step 620, loss = 2.70 (995.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:00:59.960171: step 630, loss = 2.76 (987.0 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:01.285084: step 640, loss = 2.53 (966.1 examples/sec; 0.132 sec/batch)
2017-05-09 21:01:02.596568: step 650, loss = 2.53 (976.0 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:03.880097: step 660, loss = 2.48 (997.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:05.167720: step 670, loss = 2.33 (994.1 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:06.449863: step 680, loss = 2.37 (998.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:07.732713: step 690, loss = 2.61 (997.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:09.151625: step 700, loss = 2.43 (902.1 examples/sec; 0.142 sec/batch)
2017-05-09 21:01:10.334314: step 710, loss = 2.28 (1082.3 examples/sec; 0.118 sec/batch)
2017-05-09 21:01:11.619972: step 720, loss = 2.27 (995.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:12.917043: step 730, loss = 2.62 (986.8 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:14.265767: step 740, loss = 2.45 (949.0 examples/sec; 0.135 sec/batch)
2017-05-09 21:01:15.553597: step 750, loss = 2.32 (993.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:16.851766: step 760, loss = 2.75 (986.0 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:18.128012: step 770, loss = 2.26 (1002.9 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:19.449226: step 780, loss = 2.36 (968.8 examples/sec; 0.132 sec/batch)
2017-05-09 21:01:20.753145: step 790, loss = 2.06 (981.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:22.142145: step 800, loss = 2.23 (921.5 examples/sec; 0.139 sec/batch)
2017-05-09 21:01:23.318156: step 810, loss = 2.25 (1088.4 examples/sec; 0.118 sec/batch)
2017-05-09 21:01:24.587482: step 820, loss = 2.08 (1008.4 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:25.903176: step 830, loss = 2.02 (972.9 examples/sec; 0.132 sec/batch)
2017-05-09 21:01:27.170177: step 840, loss = 2.15 (1010.2 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:28.460103: step 850, loss = 2.36 (992.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:29.754234: step 860, loss = 2.20 (989.1 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:31.070348: step 870, loss = 2.06 (972.6 examples/sec; 0.132 sec/batch)
2017-05-09 21:01:32.380999: step 880, loss = 2.17 (976.6 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:33.665708: step 890, loss = 2.07 (996.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:35.070839: step 900, loss = 1.99 (910.9 examples/sec; 0.141 sec/batch)
2017-05-09 21:01:36.237872: step 910, loss = 2.24 (1096.8 examples/sec; 0.117 sec/batch)
2017-05-09 21:01:37.531197: step 920, loss = 1.90 (989.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:38.797081: step 930, loss = 2.16 (1011.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:01:40.099565: step 940, loss = 1.83 (982.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:41.448781: step 950, loss = 2.09 (948.7 examples/sec; 0.135 sec/batch)
2017-05-09 21:01:42.738876: step 960, loss = 1.86 (992.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:44.039848: step 970, loss = 2.15 (983.9 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:45.331024: step 980, loss = 1.89 (991.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:46.616936: step 990, loss = 2.01 (995.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:48.034845: step 1000, loss = 1.98 (902.7 examples/sec; 0.142 sec/batch)
2017-05-09 21:01:49.233967: step 1010, loss = 2.16 (1067.5 examples/sec; 0.120 sec/batch)
2017-05-09 21:01:50.511637: step 1020, loss = 1.82 (1001.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:51.812182: step 1030, loss = 2.01 (984.2 examples/sec; 0.130 sec/batch)
2017-05-09 21:01:53.150843: step 1040, loss = 1.99 (956.2 examples/sec; 0.134 sec/batch)
2017-05-09 21:01:54.462094: step 1050, loss = 2.25 (976.2 examples/sec; 0.131 sec/batch)
2017-05-09 21:01:55.746435: step 1060, loss = 1.94 (996.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:01:57.033002: step 1070, loss = 1.88 (994.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:58.321693: step 1080, loss = 1.80 (993.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:01:59.609671: step 1090, loss = 1.77 (993.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:01.004643: step 1100, loss = 1.99 (917.6 examples/sec; 0.139 sec/batch)
2017-05-09 21:02:02.173536: step 1110, loss = 1.71 (1095.1 examples/sec; 0.117 sec/batch)
2017-05-09 21:02:03.459059: step 1120, loss = 1.87 (995.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:04.742208: step 1130, loss = 1.65 (997.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:06.040690: step 1140, loss = 2.00 (985.8 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:07.337426: step 1150, loss = 1.74 (987.1 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:08.644690: step 1160, loss = 2.31 (979.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:09.960679: step 1170, loss = 1.93 (972.6 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:11.266853: step 1180, loss = 1.90 (980.0 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:12.582540: step 1190, loss = 1.72 (972.9 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:13.991010: step 1200, loss = 1.69 (908.8 examples/sec; 0.141 sec/batch)
2017-05-09 21:02:15.199435: step 1210, loss = 1.90 (1059.2 examples/sec; 0.121 sec/batch)
2017-05-09 21:02:16.510786: step 1220, loss = 1.66 (976.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:17.822368: step 1230, loss = 1.83 (975.9 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:19.145957: step 1240, loss = 1.66 (967.1 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:20.431673: step 1250, loss = 1.77 (995.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:21.718718: step 1260, loss = 1.53 (994.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:23.016973: step 1270, loss = 1.60 (985.9 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:24.306154: step 1280, loss = 1.86 (992.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:25.605997: step 1290, loss = 1.63 (984.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:26.995899: step 1300, loss = 1.60 (920.9 examples/sec; 0.139 sec/batch)
2017-05-09 21:02:28.176298: step 1310, loss = 1.60 (1084.4 examples/sec; 0.118 sec/batch)
2017-05-09 21:02:29.498033: step 1320, loss = 1.71 (968.4 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:30.789910: step 1330, loss = 1.49 (990.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:32.077417: step 1340, loss = 1.60 (994.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:33.394729: step 1350, loss = 1.68 (971.7 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:34.691379: step 1360, loss = 1.49 (987.2 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:36.012012: step 1370, loss = 1.84 (969.2 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:37.322060: step 1380, loss = 1.86 (977.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:38.627847: step 1390, loss = 1.53 (980.3 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:40.054557: step 1400, loss = 1.33 (897.2 examples/sec; 0.143 sec/batch)
2017-05-09 21:02:41.253411: step 1410, loss = 1.63 (1067.7 examples/sec; 0.120 sec/batch)
2017-05-09 21:02:42.557400: step 1420, loss = 1.62 (981.6 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:43.887979: step 1430, loss = 2.01 (962.0 examples/sec; 0.133 sec/batch)
2017-05-09 21:02:45.180301: step 1440, loss = 1.66 (990.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:46.470301: step 1450, loss = 1.50 (992.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:47.761802: step 1460, loss = 1.43 (991.1 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:49.069514: step 1470, loss = 1.49 (978.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:50.386614: step 1480, loss = 1.57 (971.8 examples/sec; 0.132 sec/batch)
2017-05-09 21:02:51.687431: step 1490, loss = 1.53 (984.0 examples/sec; 0.130 sec/batch)
2017-05-09 21:02:53.101107: step 1500, loss = 1.58 (905.4 examples/sec; 0.141 sec/batch)
2017-05-09 21:02:54.297324: step 1510, loss = 2.00 (1070.0 examples/sec; 0.120 sec/batch)
2017-05-09 21:02:55.581123: step 1520, loss = 1.41 (997.0 examples/sec; 0.128 sec/batch)
2017-05-09 21:02:56.890270: step 1530, loss = 1.45 (977.7 examples/sec; 0.131 sec/batch)
2017-05-09 21:02:58.181369: step 1540, loss = 1.50 (991.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:02:59.470011: step 1550, loss = 1.44 (993.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:00.753564: step 1560, loss = 1.49 (997.2 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:02.040851: step 1570, loss = 1.42 (994.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:03.377702: step 1580, loss = 1.76 (957.5 examples/sec; 0.134 sec/batch)
2017-05-09 21:03:04.674930: step 1590, loss = 1.48 (986.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:06.057592: step 1600, loss = 1.39 (925.7 examples/sec; 0.138 sec/batch)
2017-05-09 21:03:07.269168: step 1610, loss = 1.46 (1056.5 examples/sec; 0.121 sec/batch)
2017-05-09 21:03:08.544037: step 1620, loss = 1.48 (1004.0 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:09.838501: step 1630, loss = 1.40 (988.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:11.146097: step 1640, loss = 1.46 (978.9 examples/sec; 0.131 sec/batch)
2017-05-09 21:03:12.439234: step 1650, loss = 1.69 (989.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:13.744684: step 1660, loss = 1.36 (980.5 examples/sec; 0.131 sec/batch)
2017-05-09 21:03:15.035494: step 1670, loss = 1.47 (991.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:16.334311: step 1680, loss = 1.61 (985.5 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:17.641329: step 1690, loss = 1.29 (979.3 examples/sec; 0.131 sec/batch)
2017-05-09 21:03:19.025885: step 1700, loss = 1.32 (924.5 examples/sec; 0.138 sec/batch)
2017-05-09 21:03:20.238082: step 1710, loss = 1.49 (1055.9 examples/sec; 0.121 sec/batch)
2017-05-09 21:03:21.556219: step 1720, loss = 1.50 (971.1 examples/sec; 0.132 sec/batch)
2017-05-09 21:03:22.859329: step 1730, loss = 1.54 (982.3 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:24.127922: step 1740, loss = 1.40 (1009.0 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:25.460053: step 1750, loss = 1.59 (960.9 examples/sec; 0.133 sec/batch)
2017-05-09 21:03:26.742852: step 1760, loss = 1.47 (997.8 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:28.033850: step 1770, loss = 1.36 (991.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:29.356506: step 1780, loss = 1.53 (967.8 examples/sec; 0.132 sec/batch)
2017-05-09 21:03:30.654041: step 1790, loss = 1.32 (986.5 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:32.070271: step 1800, loss = 1.16 (903.8 examples/sec; 0.142 sec/batch)
2017-05-09 21:03:33.233824: step 1810, loss = 1.24 (1100.1 examples/sec; 0.116 sec/batch)
2017-05-09 21:03:34.522953: step 1820, loss = 1.46 (992.9 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:35.80E tensorflow/core/util/events_writer.cc:162] The events file /tmp/cifar10_train/events.out.tfevents.1494377966.GHC44.GHC.ANDREW.CMU.EDU has disappeared.
E tensorflow/core/util/events_writer.cc:131] Failed to flush 43 events to /tmp/cifar10_train/events.out.tfevents.1494377966.GHC44.GHC.ANDREW.CMU.EDU
9590: step 1830, loss = 1.52 (994.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:37.096281: step 1840, loss = 1.47 (994.8 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:38.397032: step 1850, loss = 1.40 (984.0 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:39.686688: step 1860, loss = 1.28 (992.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:40.975499: step 1870, loss = 1.21 (993.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:42.314584: step 1880, loss = 1.43 (955.9 examples/sec; 0.134 sec/batch)
2017-05-09 21:03:43.594161: step 1890, loss = 1.47 (1000.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:44.985153: step 1900, loss = 1.31 (920.2 examples/sec; 0.139 sec/batch)
2017-05-09 21:03:46.170991: step 1910, loss = 1.34 (1079.4 examples/sec; 0.119 sec/batch)
2017-05-09 21:03:47.459533: step 1920, loss = 1.57 (993.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:48.750751: step 1930, loss = 1.24 (991.3 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:50.064136: step 1940, loss = 1.40 (974.6 examples/sec; 0.131 sec/batch)
2017-05-09 21:03:51.358153: step 1950, loss = 1.26 (989.2 examples/sec; 0.129 sec/batch)
2017-05-09 21:03:52.678252: step 1960, loss = 1.15 (969.6 examples/sec; 0.132 sec/batch)
2017-05-09 21:03:53.945419: step 1970, loss = 1.18 (1010.1 examples/sec; 0.127 sec/batch)
2017-05-09 21:03:55.243735: step 1980, loss = 1.46 (985.9 examples/sec; 0.130 sec/batch)
2017-05-09 21:03:56.526365: step 1990, loss = 1.19 (998.0 examples/sec; 0.128 sec/batch)
2017-05-09 21:03:57.904882: step 2000, loss = 1.26 (928.5 examples/sec; 0.138 sec/batch)
2017-05-09 21:03:59.102281: step 2010, loss = 1.23 (1069.0 examples/sec; 0.120 sec/batch)
2017-05-09 21:04:00.412336: step 2020, loss = 1.44 (977.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:01.741891: step 2030, loss = 1.62 (962.7 examples/sec; 0.133 sec/batch)
2017-05-09 21:04:03.023776: step 2040, loss = 1.33 (998.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:04.315734: step 2050, loss = 1.14 (990.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:05.610852: step 2060, loss = 1.41 (988.3 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:06.942896: step 2070, loss = 1.28 (960.9 examples/sec; 0.133 sec/batch)
2017-05-09 21:04:08.236575: step 2080, loss = 1.16 (989.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:09.528697: step 2090, loss = 1.25 (990.6 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:10.940697: step 2100, loss = 1.38 (906.5 examples/sec; 0.141 sec/batch)
2017-05-09 21:04:12.134866: step 2110, loss = 1.27 (1071.9 examples/sec; 0.119 sec/batch)
2017-05-09 21:04:13.434259: step 2120, loss = 1.21 (985.1 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:14.730872: step 2130, loss = 1.33 (987.2 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:16.055258: step 2140, loss = 1.35 (966.5 examples/sec; 0.132 sec/batch)
2017-05-09 21:04:17.367400: step 2150, loss = 1.19 (975.5 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:18.680467: step 2160, loss = 1.39 (974.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:19.972404: step 2170, loss = 1.14 (990.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:21.282828: step 2180, loss = 1.24 (976.8 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:22.606347: step 2190, loss = 1.24 (967.1 examples/sec; 0.132 sec/batch)
2017-05-09 21:04:23.999150: step 2200, loss = 1.21 (919.0 examples/sec; 0.139 sec/batch)
2017-05-09 21:04:25.190629: step 2210, loss = 1.07 (1074.3 examples/sec; 0.119 sec/batch)
2017-05-09 21:04:26.499273: step 2220, loss = 1.24 (978.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:27.781087: step 2230, loss = 1.26 (998.6 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:29.076887: step 2240, loss = 1.19 (987.8 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:30.358833: step 2250, loss = 1.19 (998.5 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:31.655314: step 2260, loss = 1.27 (987.3 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:32.964027: step 2270, loss = 1.23 (978.1 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:34.274339: step 2280, loss = 1.29 (976.9 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:35.572354: step 2290, loss = 1.16 (986.1 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:36.965227: step 2300, loss = 1.22 (919.0 examples/sec; 0.139 sec/batch)
2017-05-09 21:04:38.146103: step 2310, loss = 1.02 (1083.9 examples/sec; 0.118 sec/batch)
2017-05-09 21:04:39.408002: step 2320, loss = 1.35 (1014.3 examples/sec; 0.126 sec/batch)
2017-05-09 21:04:40.690184: step 2330, loss = 1.40 (998.3 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:41.999751: step 2340, loss = 1.39 (977.4 examples/sec; 0.131 sec/batch)
2017-05-09 21:04:43.294430: step 2350, loss = 1.41 (988.7 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:44.591736: step 2360, loss = 1.29 (986.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:45.890601: step 2370, loss = 1.29 (985.5 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:47.193141: step 2380, loss = 1.01 (982.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:48.481492: step 2390, loss = 1.03 (993.5 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:49.871878: step 2400, loss = 1.28 (920.6 examples/sec; 0.139 sec/batch)
2017-05-09 21:04:51.069296: step 2410, loss = 1.29 (1069.0 examples/sec; 0.120 sec/batch)
2017-05-09 21:04:52.356990: step 2420, loss = 1.19 (994.0 examples/sec; 0.129 sec/batch)
2017-05-09 21:04:53.636475: step 2430, loss = 1.14 (1000.4 examples/sec; 0.128 sec/batch)
2017-05-09 21:04:54.940702: step 2440, loss = 1.32 (981.4 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:56.236697: step 2450, loss = 1.27 (987.7 examples/sec; 0.130 sec/batch)
2017-05-09 21:04:57.561955: step 2460, loss = 1.44 (965.8 examples/sec; 0.133 sec/batch)
2017-05-09 21:04:58.864693: step 2470, loss = 1.34 (982.5 examples/sec; 0.130 sec/batch)
2017-05-09 21:05:00.150594: step 2480, loss = 1.07 (995.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:01.444319: step 2490, loss = 1.27 (989.4 examples/sec; 0.129 sec/batch)
2017-05-09 21:05:02.841788: step 2500, loss = 1.19 (915.9 examples/sec; 0.140 sec/batch)
2017-05-09 21:05:04.052334: step 2510, loss = 1.23 (1057.4 examples/sec; 0.121 sec/batch)
2017-05-09 21:05:05.354964: step 2520, loss = 1.14 (982.6 examples/sec; 0.130 sec/batch)
2017-05-09 21:05:06.678301: step 2530, loss = 1.60 (967.3 examples/sec; 0.132 sec/batch)
2017-05-09 21:05:07.985322: step 2540, loss = 1.30 (979.3 examples/sec; 0.131 sec/batch)
2017-05-09 21:05:09.256597: step 2550, loss = 1.45 (1006.9 examples/sec; 0.127 sec/batch)
2017-05-09 21:05:10.555326: step 2560, loss = 1.31 (985.6 examples/sec; 0.130 sec/batch)
2017-05-09 21:05:11.862229: step 2570, loss = 1.28 (979.4 examples/sec; 0.131 sec/batch)
2017-05-09 21:05:13.144776: step 2580, loss = 1.20 (998.0 examples/sec; 0.128 sec/batch)
2017-05-09 21:05:14.428551: step 2590, loss = 1.07 (997.1 examples/sec; 0.128 sec/batch)
2017-05-09 21:05:15.824087: step 2600, loss = 1.17 (917.2 examples/sec; 0.140 sec/batch)
