Connecting to port  12362
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
Received variable values from ps
2017-05-07 20:12:42.851133: step 0, loss = 4.68 (75.3 examples/sec; 1.699 sec/batch)
2017-05-07 20:13:13.285257: step 240, loss = 3.24 (1000.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:14.537742: step 250, loss = 3.37 (1022.0 examples/sec; 0.125 sec/batch)
2017-05-07 20:13:15.818369: step 260, loss = 3.21 (999.5 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:17.081774: step 270, loss = 3.13 (1013.1 examples/sec; 0.126 sec/batch)
2017-05-07 20:13:18.397942: step 280, loss = 3.30 (972.5 examples/sec; 0.132 sec/batch)
2017-05-07 20:13:19.684360: step 290, loss = 3.24 (995.0 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:21.091090: step 300, loss = 3.23 (909.9 examples/sec; 0.141 sec/batch)
2017-05-07 20:13:22.242076: step 310, loss = 3.18 (1112.1 examples/sec; 0.115 sec/batch)
2017-05-07 20:13:23.553518: step 320, loss = 3.25 (976.0 examples/sec; 0.131 sec/batch)
2017-05-07 20:13:24.855795: step 330, loss = 3.16 (982.9 examples/sec; 0.130 sec/batch)
2017-05-07 20:13:26.132351: step 340, loss = 3.18 (1002.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:27.394448: step 350, loss = 2.95 (1014.2 examples/sec; 0.126 sec/batch)
2017-05-07 20:13:28.683242: step 360, loss = 3.09 (993.2 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:29.978191: step 370, loss = 2.94 (988.5 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:31.261574: step 380, loss = 3.03 (997.4 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:32.540228: step 390, loss = 2.87 (1001.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:33.905158: step 400, loss = 3.13 (937.8 examples/sec; 0.136 sec/batch)
2017-05-07 20:13:35.068443: step 410, loss = 2.76 (1100.3 examples/sec; 0.116 sec/batch)
2017-05-07 20:13:36.357604: step 420, loss = 2.89 (992.9 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:37.609883: step 430, loss = 2.98 (1022.1 examples/sec; 0.125 sec/batch)
2017-05-07 20:13:38.904040: step 440, loss = 3.04 (989.1 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:40.181464: step 450, loss = 2.74 (1002.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:41.478382: step 460, loss = 2.98 (987.0 examples/sec; 0.130 sec/batch)
2017-05-07 20:13:42.780804: step 470, loss = 2.64 (982.8 examples/sec; 0.130 sec/batch)
2017-05-07 20:13:44.071248: step 480, loss = 2.80 (991.9 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:45.331496: step 490, loss = 2.77 (1015.7 examples/sec; 0.126 sec/batch)
2017-05-07 20:13:46.689765: step 500, loss = 2.79 (942.4 examples/sec; 0.136 sec/batch)
2017-05-07 20:13:47.881700: step 510, loss = 2.59 (1073.9 examples/sec; 0.119 sec/batch)
2017-05-07 20:13:49.177248: step 520, loss = 2.78 (988.0 examples/sec; 0.130 sec/batch)
2017-05-07 20:13:50.460783: step 530, loss = 2.70 (997.2 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:51.764161: step 540, loss = 2.63 (982.1 examples/sec; 0.130 sec/batch)
2017-05-07 20:13:53.020300: step 550, loss = 2.54 (1019.0 examples/sec; 0.126 sec/batch)
2017-05-07 20:13:54.286416: step 560, loss = 2.56 (1011.0 examples/sec; 0.127 sec/batch)
2017-05-07 20:13:55.592375: step 570, loss = 2.86 (980.1 examples/sec; 0.131 sec/batch)
2017-05-07 20:13:56.882581: step 580, loss = 2.49 (992.1 examples/sec; 0.129 sec/batch)
2017-05-07 20:13:58.160064: step 590, loss = 2.39 (1002.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:13:59.540157: step 600, loss = 2.67 (927.5 examples/sec; 0.138 sec/batch)
2017-05-07 20:14:00.708877: step 610, loss = 2.73 (1095.2 examples/sec; 0.117 sec/batch)
2017-05-07 20:14:01.945142: step 620, loss = 2.44 (1035.4 examples/sec; 0.124 sec/batch)
2017-05-07 20:14:03.256410: step 630, loss = 2.43 (976.2 examples/sec; 0.131 sec/batch)
2017-05-07 20:14:04.548814: step 640, loss = 2.63 (990.4 examples/sec; 0.129 sec/batch)
2017-05-07 20:14:05.811217: step 650, loss = 2.22 (1013.9 examples/sec; 0.126 sec/batch)
2017-05-07 20:14:07.133949: step 660, loss = 2.28 (967.7 examples/sec; 0.132 sec/batch)
2017-05-07 20:14:08.417331: step 670, loss = 2.59 (997.4 examples/sec; 0.128 sec/batch)
2017-05-07 20:14:09.686664: step 680, loss = 2.34 (1008.4 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:10.949430: step 690, loss = 2.32 (1013.7 examples/sec; 0.126 sec/batch)
2017-05-07 20:14:12.326897: step 700, loss = 2.39 (929.2 examples/sec; 0.138 sec/batch)
2017-05-07 20:14:13.495691: step 710, loss = 2.35 (1095.1 examples/sec; 0.117 sec/batch)
2017-05-07 20:14:14.757227: step 720, loss = 2.39 (1014.6 examples/sec; 0.126 sec/batch)
2017-05-07 20:14:16.038523: step 730, loss = 2.32 (999.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:14:17.336184: step 740, loss = 2.47 (986.4 examples/sec; 0.130 sec/batch)
2017-05-07 20:14:18.647618: step 750, loss = 2.31 (976.0 examples/sec; 0.131 sec/batch)
2017-05-07 20:14:19.917141: step 760, loss = 2.21 (1008.3 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:21.257772: step 770, loss = 2.04 (954.8 examples/sec; 0.134 sec/batch)
2017-05-07 20:14:22.538466: step 780, loss = 2.24 (999.5 examples/sec; 0.128 sec/batch)
2017-05-07 20:14:23.806620: step 790, loss = 2.24 (1009.3 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:25.177007: step 800, loss = 2.17 (934.0 examples/sec; 0.137 sec/batch)
2017-05-07 20:14:26.363612: step 810, loss = 2.19 (1078.7 examples/sec; 0.119 sec/batch)
2017-05-07 20:14:27.634211: step 820, loss = 2.12 (1007.4 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:28.911120: step 830, loss = 2.30 (1002.4 examples/sec; 0.128 sec/batch)
2017-05-07 20:14:30.179121: step 840, loss = 1.91 (1009.5 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:31.474182: step 850, loss = 1.99 (988.4 examples/sec; 0.130 sec/batch)
2017-05-07 20:14:32.735703: step 860, loss = 1.85 (1014.6 examples/sec; 0.126 sec/batch)
2017-05-07 20:14:34.007902: step 870, loss = 2.07 (1006.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:35.296258: step 880, loss = 2.04 (993.5 examples/sec; 0.129 sec/batch)
2017-05-07 20:14:36.569247: step 890, loss = 2.06 (1005.5 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:37.955448: step 900, loss = 2.30 (923.4 examples/sec; 0.139 sec/batch)
2017-05-07 20:14:39.150694: step 910, loss = 2.05 (1070.9 examples/sec; 0.120 sec/batch)
2017-05-07 20:14:40.440438: step 920, loss = 1.84 (992.4 examples/sec; 0.129 sec/batch)
2017-05-07 20:14:41.729290: step 930, loss = 1.84 (993.1 examples/sec; 0.129 sec/batch)
2017-05-07 20:14:43.033870: step 940, loss = 2.26 (981.2 examples/sec; 0.130 sec/batch)
2017-05-07 20:14:44.331432: step 950, loss = 1.96 (986.5 examples/sec; 0.130 sec/batch)
2017-05-07 20:14:45.605254: step 960, loss = 2.05 (1004.8 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:46.878680: step 970, loss = 1.99 (1005.2 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:48.177415: step 980, loss = 1.91 (985.6 examples/sec; 0.130 sec/batch)
2017-05-07 20:14:49.468705: step 990, loss = 1.89 (991.3 examples/sec; 0.129 sec/batch)
2017-05-07 20:14:50.841285: step 1000, loss = 1.95 (932.5 examples/sec; 0.137 sec/batch)
2017-05-07 20:14:52.043009: step 1010, loss = 1.83 (1065.1 examples/sec; 0.120 sec/batch)
2017-05-07 20:14:53.357466: step 1020, loss = 1.91 (973.8 examples/sec; 0.131 sec/batch)
2017-05-07 20:14:54.615659: step 1030, loss = 1.69 (1017.3 examples/sec; 0.126 sec/batch)
2017-05-07 20:14:55.894494: step 1040, loss = 2.00 (1000.9 examples/sec; 0.128 sec/batch)
2017-05-07 20:14:57.167886: step 1050, loss = 1.97 (1005.2 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:58.433893: step 1060, loss = 1.76 (1011.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:14:59.713012: step 1070, loss = 2.01 (1000.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:01.018468: step 1080, loss = 1.93 (980.5 examples/sec; 0.131 sec/batch)
2017-05-07 20:15:02.291940: step 1090, loss = 1.73 (1005.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:03.658857: step 1100, loss = 1.75 (936.4 examples/sec; 0.137 sec/batch)
2017-05-07 20:15:04.842511: step 1110, loss = 1.93 (1081.4 examples/sec; 0.118 sec/batch)
2017-05-07 20:15:06.159668: step 1120, loss = 2.03 (971.8 examples/sec; 0.132 sec/batch)
2017-05-07 20:15:07.443903: step 1130, loss = 1.98 (996.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:08.777398: step 1140, loss = 1.86 (959.9 examples/sec; 0.133 sec/batch)
2017-05-07 20:15:10.035834: step 1150, loss = 1.84 (1017.2 examples/sec; 0.126 sec/batch)
2017-05-07 20:15:11.283926: step 1160, loss = 1.70 (1025.5 examples/sec; 0.125 sec/batch)
2017-05-07 20:15:12.575534: step 1170, loss = 1.54 (991.0 examples/sec; 0.129 sec/batch)
2017-05-07 20:15:13.853780: step 1180, loss = 1.62 (1001.4 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:15.155582: step 1190, loss = 1.67 (983.3 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:16.549371: step 1200, loss = 1.69 (918.4 examples/sec; 0.139 sec/batch)
2017-05-07 20:15:17.763449: step 1210, loss = 1.94 (1054.3 examples/sec; 0.121 sec/batch)
2017-05-07 20:15:19.058809: step 1220, loss = 1.87 (988.1 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:20.362796: step 1230, loss = 1.65 (981.6 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:21.666757: step 1240, loss = 1.77 (981.6 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:22.966054: step 1250, loss = 1.88 (985.1 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:24.286775: step 1260, loss = 1.60 (969.2 examples/sec; 0.132 sec/batch)
2017-05-07 20:15:25.567926: step 1270, loss = 1.84 (999.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:26.861007: step 1280, loss = 1.57 (989.9 examples/sec; 0.129 sec/batch)
2017-05-07 20:15:28.143595: step 1290, loss = 1.77 (998.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:29.525703: step 1300, loss = 1.53 (926.1 examples/sec; 0.138 sec/batch)
2017-05-07 20:15:30.723055: step 1310, loss = 1.69 (1069.0 examples/sec; 0.120 sec/batch)
2017-05-07 20:15:32.007354: step 1320, loss = 1.73 (996.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:33.283519: step 1330, loss = 1.79 (1003.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:34.549902: step 1340, loss = 1.57 (1010.8 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:35.819418: step 1350, loss = 1.74 (1008.3 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:37.096059: step 1360, loss = 1.71 (1002.6 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:38.367327: step 1370, loss = 1.57 (1006.9 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:39.667105: step 1380, loss = 1.67 (984.8 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:40.967408: step 1390, loss = 1.81 (984.4 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:42.367621: step 1400, loss = 1.61 (914.2 examples/sec; 0.140 sec/batch)
2017-05-07 20:15:43.552068: step 1410, loss = 1.53 (1080.7 examples/sec; 0.118 sec/batch)
2017-05-07 20:15:44.835303: step 1420, loss = 2.10 (997.5 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:46.137932: step 1430, loss = 1.71 (982.6 examples/sec; 0.130 sec/batch)
2017-05-07 20:15:47.409227: step 1440, loss = 1.55 (1006.9 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:48.690704: step 1450, loss = 1.62 (998.8 examples/sec; 0.128 sec/batch)
2017-05-07 20:15:49.954544: step 1460, loss = 1.55 (1012.8 examples/sec; 0.126 sec/batch)
2017-05-07 20:15:51.241809: step 1470, loss = 1.49 (994.4 examples/sec; 0.129 sec/batch)
2017-05-07 20:15:52.534296: step 1480, loss = 1.48 (990.3 examples/sec; 0.129 sec/batch)
2017-05-07 20:15:53.804248: step 1490, loss = 1.29 (1007.9 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:55.198479: step 1500, loss = 1.49 (918.1 examples/sec; 0.139 sec/batch)
2017-05-07 20:15:56.432960: step 1510, loss = 1.71 (1036.9 examples/sec; 0.123 sec/batch)
2017-05-07 20:15:57.705415: step 1520, loss = 1.39 (1005.9 examples/sec; 0.127 sec/batch)
2017-05-07 20:15:58.984574: step 1530, loss = 1.47 (1000.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:00.267579: step 1540, loss = 1.39 (997.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:01.541520: step 1550, loss = 1.23 (1004.8 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:02.846644: step 1560, loss = 1.38 (980.8 examples/sec; 0.131 sec/batch)
2017-05-07 20:16:04.163277: step 1570, loss = 1.36 (972.2 examples/sec; 0.132 sec/batch)
2017-05-07 20:16:05.467319: step 1580, loss = 2.00 (981.6 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:06.767020: step 1590, loss = 1.60 (984.8 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:08.168355: step 1600, loss = 1.36 (913.4 examples/sec; 0.140 sec/batch)
2017-05-07 20:16:09.366297: step 1610, loss = 1.52 (1068.5 examples/sec; 0.120 sec/batch)
2017-05-07 20:16:10.673716: step 1620, loss = 1.28 (979.0 examples/sec; 0.131 sec/batch)
2017-05-07 20:16:11.942815: step 1630, loss = 1.46 (1008.6 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:13.237542: step 1640, loss = 1.41 (988.6 examples/sec; 0.129 sec/batch)
2017-05-07 20:16:14.507023: step 1650, loss = 1.31 (1008.3 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:15.798897: step 1660, loss = 1.44 (990.8 examples/sec; 0.129 sec/batch)
2017-05-07 20:16:17.064798: step 1670, loss = 1.46 (1011.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:18.344192: step 1680, loss = 1.27 (1000.5 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:19.642072: step 1690, loss = 1.61 (986.2 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:21.030405: step 1700, loss = 1.54 (922.0 examples/sec; 0.139 sec/batch)
2017-05-07 20:16:22.231707: step 1710, loss = 1.33 (1065.5 examples/sec; 0.120 sec/batch)
2017-05-07 20:16:23.536184: step 1720, loss = 1.42 (981.2 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:24.813479: step 1730, loss = 1.41 (1002.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:26.083755: step 1740, loss = 1.53 (1007.7 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:27.401709: step 1750, loss = 1.34 (971.2 examples/sec; 0.132 sec/batch)
2017-05-07 20:16:28.705924: step 1760, loss = 1.34 (981.4 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:29.958740: step 1770, loss = 1.47 (1021.7 examples/sec; 0.125 sec/batch)
2017-05-07 20:16:31.259117: step 1780, loss = 1.37 (984.3 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:32.561438: step 1790, loss = 1.49 (982.9 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:33.947426: step 1800, loss = 1.36 (923.5 examples/sec; 0.139 sec/batch)
2017-05-07 20:16:35.144606: step 1810, loss = 1.37 (1069.2 examples/sec; 0.120 sec/batch)
2017-05-07 20:16:36.414578: step 1820, loss = 1.31 (1007.9 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:37.682513: step 1830, loss = 1.43 (1009.5 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:38.957928: step 1840, loss = 1.32 (1003.6 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:40.240501: step 1850, loss = 1.63 (998.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:41.525363: step 1860, loss = 1.40 (996.2 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:42.805284: step 1870, loss = 1.48 (1000.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:44.085997: step 1880, loss = 1.16 (999.4 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:45.373538: step 1890, loss = 1.28 (994.1 examples/sec; 0.129 sec/batch)
2017-05-07 20:16:46.738919: step 1900, loss = 1.18 (937.5 examples/sec; 0.137 sec/batch)
2017-05-07 20:16:47.951501: step 1910, loss = 1.58 (1055.6 examples/sec; 0.121 sec/batch)
2017-05-07 20:16:49.227667: step 1920, loss = 1.67 (1003.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:16:50.515107: step 1930, loss = 1.33 (994.2 examples/sec; 0.129 sec/batch)
2017-05-07 20:16:51.772320: step 1940, loss = 1.27 (1018.1 examples/sec; 0.126 sec/batch)
2017-05-07 20:16:53.058511: step 1950, loss = 1.50 (995.2 examples/sec; 0.129 sec/batch)
2017-05-07 20:16:54.354479: step 1960, loss = 1.43 (987.7 examples/sec; 0.130 sec/batch)
2017-05-07 20:16:55.625403: step 1970, loss = 1.30 (1007.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:56.890612: step 1980, loss = 1.21 (1011.7 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:58.163435: step 1990, loss = 1.32 (1005.6 examples/sec; 0.127 sec/batch)
2017-05-07 20:16:59.550467: step 2000, loss = 1.27 (922.8 examples/sec; 0.139 sec/batch)
2017-05-07 20:17:00.731065: step 2010, loss = 1.38 (1084.2 examples/sec; 0.118 sec/batch)
2017-05-07 20:17:01.994610: step 2020, loss = 1.44 (1013.0 examples/sec; 0.126 sec/batch)
2017-05-07 20:17:03.304599: step 2030, loss = 1.27 (977.1 examples/sec; 0.131 sec/batch)
2017-05-07 20:17:04.568718: step 2040, loss = 1.62 (1012.6 examples/sec; 0.126 sec/batch)
2017-05-07 20:17:05.841557: step 2050, loss = 1.32 (1005.6 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:07.120272: step 2060, loss = 1.18 (1001.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:08.398825: step 2070, loss = 1.10 (1001.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:09.681221: step 2080, loss = 1.38 (998.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:10.948862: step 2090, loss = 1.08 (1009.8 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:12.305806: step 2100, loss = 1.25 (943.3 examples/sec; 0.136 sec/batch)
2017-05-07 20:17:13.499842: step 2110, loss = 1.54 (1072.0 examples/sec; 0.119 sec/batch)
2017-05-07 20:17:14.778500: step 2120, loss = 1.29 (1001.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:16.062812: step 2130, loss = 1.49 (996.6 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:17.370600: step 2140, loss = 1.17 (978.7 examples/sec; 0.131 sec/batch)
2017-05-07 20:17:18.661779: step 2150, loss = 1.25 (991.3 examples/sec; 0.129 sec/batch)
2017-05-07 20:17:19.930675: step 2160, loss = 1.09 (1008.8 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:21.211120: step 2170, loss = 1.28 (999.6 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:22.481690: step 2180, loss = 1.25 (1007.4 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:23.762940: step 2190, loss = 1.24 (999.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:25.169657: step 2200, loss = 1.36 (909.9 examples/sec; 0.141 sec/batch)
2017-05-07 20:17:26.326196: step 2210, loss = 1.39 (1106.7 examples/sec; 0.116 sec/batch)
2017-05-07 20:17:27.621876: step 2220, loss = 1.41 (987.9 examples/sec; 0.130 sec/batch)
2017-05-07 20:17:28.912700: step 2230, loss = 1.24 (991.6 examples/sec; 0.129 sec/batch)
2017-05-07 20:17:30.202098: step 2240, loss = 1.54 (992.7 examples/sec; 0.129 sec/batch)
2017-05-07 20:17:31.474411: step 2250, loss = 1.14 (1006.0 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:32.770522: step 2260, loss = 1.22 (987.6 examples/sec; 0.130 sec/batch)
2017-05-07 20:17:34.067776: step 2270, loss = 1.11 (986.7 examples/sec; 0.130 sec/batch)
2017-05-07 20:17:35.365531: step 2280, loss = 1.32 (986.3 examples/sec; 0.130 sec/batch)
2017-05-07 20:17:36.682545: step 2290, loss = 1.09 (971.9 examples/sec; 0.132 sec/batch)
2017-05-07 20:17:38.070733: step 2300, loss = 1.44 (922.1 examples/sec; 0.139 sec/batch)
2017-05-07 20:17:39.303958: step 2310, loss = 1.40 (1037.9 examples/sec; 0.123 sec/batch)
2017-05-07 20:17:40.620535: step 2320, loss = 1.29 (972.2 examples/sec; 0.132 sec/batch)
2017-05-07 20:17:41.886533: step 2330, loss = 1.22 (1011.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:43.184765: step 2340, loss = 1.14 (986.0 examples/sec; 0.130 sec/batch)
2017-05-07 20:17:44.462230: step 2350, loss = 1.19 (1002.0 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:45.758868: step 2360, loss = 1.26 (987.2 examples/sec; 0.130 sec/batch)
2017-05-07 20:17:47.049825: step 2370, loss = 1.39 (991.5 examples/sec; 0.129 sec/batch)
2017-05-07 20:17:48.321397: step 2380, loss = 1.44 (1006.6 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:49.603760: step 2390, loss = 1.32 (998.2 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:50.997174: step 2400, loss = 1.10 (918.6 examples/sec; 0.139 sec/batch)
2017-05-07 20:17:52.171162: step 2410, loss = 1.48 (1090.3 examples/sec; 0.117 sec/batch)
2017-05-07 20:17:53.454690: step 2420, loss = 2.18 (997.2 examples/sec; 0.128 sec/batch)
2017-05-07 20:17:54.742658: step 2430, loss = 1.46 (993.8 examples/sec; 0.129 sec/batch)
2017-05-07 20:17:56.031117: step 2440, loss = 1.27 (993.4 examples/sec; 0.129 sec/batch)
2017-05-07 20:17:57.303185: step 2450, loss = 1.32 (1006.2 examples/sec; 0.127 sec/batch)
2017-05-07 20:17:58.623949: step 2460, loss = 1.17 (969.1 examples/sec; 0.132 sec/batch)
2017-05-07 20:17:59.905089: step 2470, loss = 1.25 (999.1 examples/sec; 0.128 sec/batch)
2017-05-07 20:18:01.223047: step 2480, loss = 1.26 (971.2 examples/sec; 0.132 sec/batch)
2017-05-07 20:18:02.487825: step 2490, loss = 1.42 (1012.0 examples/sec; 0.126 sec/batch)
2017-05-07 20:18:03.838635: step 2500, loss = 1.05 (947.6 examples/sec; 0.135 sec/batch)
2017-05-07 20:18:05.024728: step 2510, loss = 1.28 (1079.2 examples/sec; 0.119 sec/batch)
2017-05-07 20:18:06.308708: step 2520, loss = 1.37 (996.9 examples/sec; 0.128 sec/batch)
2017-05-07 20:18:07.579765: step 2530, loss = 1.34 (1007.0 examples/sec; 0.127 sec/batch)
2017-05-07 20:18:08.867772: step 2540, loss = 1.02 (993.8 examples/sec; 0.129 sec/batch)
2017-05-07 20:18:10.146906: step 2550, loss = 1.13 (1000.7 examples/sec; 0.128 sec/batch)
2017-05-07 20:18:11.404036: step 2560, loss = 1.00 (1018.2 examples/sec; 0.126 sec/batch)
2017-05-07 20:18:12.670174: step 2570, loss = 1.10 (1010.9 examples/sec; 0.127 sec/batch)
2017-05-07 20:18:13.928316: step 2580, loss = 1.07 (1017.4 examples/sec; 0.126 sec/batch)
2017-05-07 20:18:15.218307: step 2590, loss = 1.16 (992.3 examples/sec; 0.129 sec/batch)
2017-05-07 20:18:16.604037: step 2600, loss = 1.23 (923.7 examples/sec; 0.139 sec/batch)
2017-05-07 20:18:17.776443: step 2610, loss = 1.45 (1091.8 examples/sec; 0.117 sec/batch)
2017-05-07 20:18:19.047157: step 2620, loss = 1.27 (1007.3 examples/sec; 0.127 sec/batch)
2017-05-07 20:18:20.315652: step 2630, loss = 1.27 (1009.1 examples/sec; 0.127 sec/batch)
2017-05-07 20:18:21.620864: step 2640, loss = 1.37 (980.7 examples/sec; 0.131 sec/batch)
